img_id,seq_id,frame_id,cat_id,bbox_area,aspect_ratio,gt_area_px,pred_area_px,iou,sam_score,matched,n_obj
1000034,10,34,3,3186.0,0.9152542372881356,2511,2731,0.8937861271676301,0.899975597858429,True,1
1000035,10,35,3,3078.0,0.9473684210526315,2472,2666,0.896640826873385,0.9128093719482422,True,1
1000036,10,36,3,3078.0,0.9473684210526315,2505,2575,0.9308247814519194,0.9377738237380981,True,1
1000037,10,37,3,3190.0,0.9482758620689655,2496,2488,0.9161860822760477,0.9682594537734985,True,1
1000038,10,38,3,3074.0,0.9137931034482759,2425,2471,0.9162426614481409,0.9621925354003906,True,1
1000039,10,39,3,3074.0,0.9137931034482759,2442,2468,0.9105058365758755,0.9503963589668274,True,1
1000040,10,40,3,3074.0,0.9137931034482759,2387,2518,0.8872643324355521,0.9316368699073792,True,1
1000041,10,41,3,3016.0,0.896551724137931,2398,2464,0.89921875,0.9243752956390381,True,1
1000042,10,42,3,3016.0,0.896551724137931,2389,2388,0.901671974522293,0.9252662062644958,True,1
1000043,10,43,3,2964.0,0.9122807017543859,2362,2392,0.9016,0.9199512600898743,True,1
1000044,10,44,3,3016.0,0.896551724137931,2334,2409,0.8866348448687351,0.9045548439025879,True,1
1000045,10,45,3,2958.0,0.8793103448275862,2308,2481,0.8773030184241474,0.8972363471984863,True,1
1000046,10,46,3,3016.0,0.896551724137931,2313,2437,0.9053349378259126,0.8874596357345581,True,1
1000047,10,47,3,2907.0,0.8947368421052632,2267,2448,0.892814130871136,0.8888614773750305,True,1
1000048,10,48,3,2856.0,0.9107142857142857,2212,2394,0.903305785123967,0.8888747692108154,True,1
1000049,10,49,3,2800.0,0.8928571428571429,2228,2382,0.9081125827814569,0.8826344609260559,True,1
1000050,10,50,3,2850.0,0.8771929824561403,2231,2400,0.8925214548426645,0.8916340470314026,True,1
1000051,10,51,3,2800.0,0.8928571428571429,2230,2387,0.9007822149032524,0.8862734436988831,True,1
1000052,10,52,3,2800.0,0.8928571428571429,2202,2371,0.8865511551155115,0.884610652923584,True,1
1000053,10,53,3,2700.0,0.9259259259259259,2211,2365,0.8639511201629327,0.8919484615325928,True,1
1000054,10,54,3,2597.0,0.9245283018867925,2185,2322,0.8724553385957624,0.8911842703819275,True,1
1000055,10,55,3,2650.0,0.9433962264150944,2177,2250,0.8750529436679373,0.9493759870529175,True,1
1000056,10,56,3,2646.0,0.9074074074074074,2186,2162,0.8814366075292082,0.9235844612121582,True,1
1000057,10,57,3,2646.0,0.9074074074074074,2185,2245,0.8827029324266893,0.9049465656280518,True,1
1000058,10,58,3,2650.0,0.9433962264150944,2166,2214,0.8928262748487468,0.919925332069397,True,1
1000059,10,59,3,2597.0,0.9245283018867925,2151,2244,0.8927648578811369,0.8887931108474731,True,1
1000060,10,60,3,2646.0,0.9074074074074074,2112,2215,0.884581881533101,0.8873360753059387,True,1
1000061,10,61,3,2597.0,0.9245283018867925,2074,2217,0.8853251318101933,0.8754644393920898,True,1
1000062,10,62,3,2597.0,0.9245283018867925,2080,2118,0.8961156278229448,0.8905377388000488,True,2
1000062,10,62,3,234.0,0.7222222222222222,188,205,0.8450704225352113,0.8831477761268616,True,2
1000063,10,63,3,2544.0,0.9056603773584906,2030,2182,0.8870967741935484,0.9001054763793945,True,2
1000063,10,63,3,234.0,0.7222222222222222,197,216,0.8858447488584474,0.8854431509971619,True,2
1000064,10,64,3,2548.0,0.9423076923076923,2073,2158,0.9015730337078651,0.8883106708526611,True,2
1000064,10,64,3,285.0,0.7894736842105263,236,242,0.8174904942965779,0.8679695725440979,True,2
1000065,10,65,3,2548.0,0.9423076923076923,2045,2108,0.881739918441323,0.9006417393684387,True,2
1000065,10,65,3,320.0,0.8,257,272,0.9236363636363636,0.8992390632629395,True,2
1000066,10,66,3,2496.0,0.9230769230769231,2028,2129,0.8852607709750567,0.9285692572593689,True,3
1000066,10,66,3,357.0,0.8095238095238095,289,291,0.8354430379746836,0.8616343140602112,True,3
1000066,10,66,3,221.0,0.7647058823529411,158,136,0.68,0.7282117009162903,True,3
1000067,10,67,3,2448.0,0.9411764705882353,2019,2120,0.8711573236889693,0.9261532425880432,True,3
1000067,10,67,3,396.0,0.8181818181818182,312,319,0.8779761904761905,0.8820111155509949,True,3
1000067,10,67,3,234.0,0.7222222222222222,189,191,0.7431192660550459,0.7579293251037598,True,3
1000068,10,68,3,2448.0,0.9411764705882353,2024,2144,0.885972850678733,0.9161165356636047,True,3
1000068,10,68,3,414.0,0.782608695652174,339,354,0.8579088471849866,0.8889256715774536,True,3
1000068,10,68,3,285.0,0.7894736842105263,220,206,0.8283261802575107,0.8084702491760254,True,3
1000069,10,69,3,2444.0,0.9038461538461539,2037,2034,0.9032258064516129,0.8911809325218201,True,3
1000069,10,69,3,494.0,0.7307692307692307,403,365,0.8595641646489104,0.8847764730453491,True,3
1000069,10,69,3,285.0,0.7894736842105263,228,244,0.8365758754863813,0.8368008136749268,True,3
1000070,10,70,3,2444.0,0.9038461538461539,2001,2062,0.9165094339622641,0.8940733671188354,True,3
1000070,10,70,3,560.0,0.7142857142857143,459,449,0.9156118143459916,0.9070616960525513,True,3
1000070,10,70,3,336.0,0.7619047619047619,260,278,0.8680555555555556,0.8404025435447693,True,3
1000071,10,71,3,2496.0,0.9230769230769231,2002,2078,0.9154929577464789,0.8836740851402283,True,3
1000071,10,71,3,609.0,0.7241379310344828,514,489,0.8782771535580525,0.9305505752563477,True,3
1000071,10,71,3,396.0,0.8181818181818182,311,326,0.907185628742515,0.8751876950263977,True,3
1000072,10,72,3,2444.0,0.9038461538461539,1986,2035,0.8913452492944497,0.8907761573791504,True,3
1000072,10,72,3,713.0,0.7419354838709677,582,610,0.8282208588957055,0.9279321432113647,True,3
1000072,10,72,3,437.0,0.8260869565217391,355,377,0.8817480719794345,0.884347140789032,True,3
1000073,10,73,3,2444.0,0.9038461538461539,1994,2043,0.9033474776049033,0.9087498784065247,True,3
1000073,10,73,3,850.0,0.7352941176470589,680,708,0.8910081743869209,0.9286652207374573,True,3
1000073,10,73,3,520.0,0.7692307692307693,408,405,0.9357142857142857,0.9291449785232544,True,3
1000074,10,74,3,2346.0,0.9019607843137255,1960,2049,0.8795124238162213,0.8848945498466492,True,3
1000074,10,74,3,1014.0,0.6666666666666666,810,833,0.9060324825986079,0.9287458658218384,True,3
1000074,10,74,3,546.0,0.8076923076923077,447,485,0.8752515090543259,0.9229706525802612,True,3
1000075,10,75,3,2397.0,0.9215686274509803,1980,2023,0.8926713947990543,0.8717491030693054,True,3
1000075,10,75,3,1176.0,0.6666666666666666,951,930,0.881,0.9314395785331726,True,3
1000075,10,75,3,616.0,0.7857142857142857,514,522,0.8870673952641166,0.9261647462844849,True,3
1000076,10,76,3,2397.0,0.9215686274509803,1984,2055,0.9024964672633067,0.8717036843299866,True,3
1000076,10,76,3,1426.0,0.6739130434782609,1144,1092,0.8885135135135135,0.8969764709472656,True,3
1000076,10,76,3,744.0,0.7741935483870968,608,616,0.8918083462132921,0.9151586890220642,True,3
1000077,10,77,3,2397.0,0.9215686274509803,1928,2104,0.8701298701298701,0.8707553744316101,True,3
1000077,10,77,3,1768.0,0.6538461538461539,1394,1350,0.8820301783264746,0.9109694361686707,True,3
1000077,10,77,3,884.0,0.7647058823529411,722,712,0.8843626806833115,0.9155579209327698,True,3
1000078,10,78,3,2346.0,0.9019607843137255,1912,2134,0.838255338482508,0.9321126937866211,True,3
1000078,10,78,3,2301.0,0.6610169491525424,1743,1663,0.8953811908736784,0.9461057186126709,True,3
1000078,10,78,3,1064.0,0.7368421052631579,858,816,0.8958097395243488,0.9061672687530518,True,3
1000079,10,79,3,2444.0,0.9038461538461539,1970,2143,0.8780821917808219,0.8770241141319275,True,3
1000079,10,79,3,2924.0,0.6323529411764706,2242,2128,0.8755364806866953,0.8793874979019165,True,3
1000079,10,79,3,1344.0,0.7619047619047619,1046,988,0.8815911193339501,0.9282273054122925,True,3
1000080,10,80,3,2444.0,0.9038461538461539,1943,2097,0.8781961878196188,0.8557240962982178,True,3
1000080,10,80,3,4050.0,0.6172839506172839,3006,2907,0.8988439306358381,0.8299801349639893,True,3
1000080,10,80,3,1692.0,0.7659574468085106,1301,1308,0.8960755813953488,0.9325980544090271,True,3
1000081,10,81,3,2397.0,0.9215686274509803,1919,2030,0.8733396584440227,0.8872010707855225,True,3
1000081,10,81,3,5900.0,0.59,4365,4161,0.8871181938911022,0.7808333039283752,True,3
1000081,10,81,3,2080.0,0.7692307692307693,1644,1563,0.8942705256940343,0.936269998550415,True,3
1000082,10,82,3,2397.0,0.9215686274509803,1910,2023,0.8764312977099237,0.8838700652122498,True,3
1000082,10,82,3,9088.0,0.5546875,6469,6105,0.9031330407143938,0.8221268653869629,True,3
1000082,10,82,3,2760.0,0.7666666666666667,2132,2158,0.899070385126162,0.8593149185180664,True,3
1000083,10,83,3,2400.0,0.96,1912,2000,0.8825794032723773,0.888355553150177,True,3
1000083,10,83,3,15400.0,0.5028571428571429,10731,10371,0.9299432961404792,0.7519336342811584,True,3
1000083,10,83,3,3744.0,0.7222222222222222,2951,2817,0.9220259913362212,0.9267101287841797,True,3
1000084,10,84,3,2346.0,0.9019607843137255,1886,2011,0.8574833174451859,0.8860785365104675,True,3
1000084,10,84,3,29041.0,0.4396887159533074,20424,18920,0.9204373505149607,0.877887487411499,True,3
1000084,10,84,3,5760.0,0.7111111111111111,4327,4190,0.9299796057104011,0.9861900806427002,True,3
1000085,10,85,3,2350.0,0.94,1912,1980,0.8738565238324506,0.8728445768356323,True,3
1000085,10,85,3,18432.0,0.8888888888888888,13938,13422,0.9600257898130239,0.8976789712905884,True,3
1000085,10,85,3,9243.0,0.6752136752136753,7050,6947,0.93998613998614,1.0093616247177124,True,3
1000086,10,86,3,2350.0,0.94,1882,1925,0.8689248895434463,0.8793463706970215,True,2
1000086,10,86,3,17535.0,0.6287425149700598,12738,32281,0.39136481641735693,0.9238911867141724,True,2
1000087,10,87,3,2350.0,0.94,1901,2001,0.8786711603273952,0.8759651184082031,True,2
1000087,10,87,3,42812.0,0.5539568345323741,29684,28500,0.9514354708881138,0.9410845637321472,True,2
1000088,10,88,3,2346.0,0.9019607843137255,1918,1964,0.883551673944687,0.8862363696098328,True,2
1000088,10,88,3,54462.0,0.5559105431309904,46890,808,0.017231819151204947,0.9184225797653198,True,2
1000089,10,89,3,2250.0,0.9,1891,1952,0.8646288209606987,0.8844959139823914,True,2
1000089,10,89,3,11815.0,1.6352941176470588,8551,8175,0.955571144627616,0.9887142181396484,True,2
1000090,10,90,3,2254.0,0.9387755102040817,1872,1972,0.8687408847836655,0.876056432723999,True,1
1000091,10,91,3,2254.0,0.9387755102040817,1865,1925,0.8642400393507133,0.8945846557617188,True,1
1000092,10,92,3,2250.0,0.9,1863,1888,0.8887210473313192,0.883590579032898,True,1
1000093,10,93,3,2346.0,0.9019607843137255,1859,1925,0.8938938938938938,0.8627250790596008,True,1
1000094,10,94,3,2254.0,0.9387755102040817,1855,1926,0.8801591248135257,0.8737560510635376,True,1
1000095,10,95,3,2254.0,0.9387755102040817,1865,1973,0.8694593278129567,0.899348795413971,True,1
1000096,10,96,3,2350.0,0.94,1874,1995,0.8781553398058253,0.9059091806411743,True,1
1000097,10,97,3,2350.0,0.94,1878,1951,0.880648330058939,0.9218289256095886,True,1
1000098,10,98,3,2346.0,0.9019607843137255,1889,1967,0.8818936066373841,0.9045854210853577,True,2
1000098,10,98,3,480.0,0.46875,246,110,0.44715447154471544,0.6889876127243042,True,2
1000099,10,99,3,2448.0,0.9411764705882353,1931,1913,0.8861629048086359,0.8883677124977112,True,2
1000099,10,99,3,384.0,0.375,201,366,0.09248554913294797,0.5684739351272583,True,2
1000100,10,100,3,2400.0,0.96,1909,1905,0.8937437934458788,0.8921548128128052,True,2
1000100,10,100,3,308.0,0.6363636363636364,250,296,0.801980198019802,0.8723477721214294,True,2
1000101,10,101,3,2346.0,0.9019607843137255,1904,2012,0.8799807969275084,0.8970423340797424,True,2
1000101,10,101,3,357.0,0.8095238095238095,249,328,0.7591463414634146,0.8338266015052795,True,2
1000102,10,102,3,2397.0,0.9215686274509803,1912,2006,0.87823585810163,0.9119824171066284,True,2
1000102,10,102,3,432.0,0.5925925925925926,297,339,0.838150289017341,0.8677083849906921,True,2
1000103,10,103,3,2448.0,0.9411764705882353,1942,1969,0.8784822286263209,0.9036349654197693,True,3
1000103,10,103,3,270.0,0.8333333333333334,228,213,0.8375,0.7831946611404419,True,3
1000103,10,103,3,432.0,0.5925925925925926,319,375,0.821522309711286,0.840578019618988,True,3
1000104,10,104,3,2448.0,0.9411764705882353,1958,1990,0.8808956646021915,0.9045805335044861,True,3
1000104,10,104,3,323.0,0.8947368421052632,267,261,0.8206896551724138,0.8487998247146606,True,3
1000104,10,104,3,464.0,0.5517241379310345,338,407,0.8304668304668305,0.8391223549842834,True,3
1000105,10,105,3,2544.0,0.9056603773584906,2026,2013,0.8882655446470313,0.9115787744522095,True,3
1000105,10,105,3,357.0,0.8095238095238095,292,219,0.7440273037542662,0.8151049613952637,True,3
1000105,10,105,3,558.0,0.5806451612903226,373,422,0.8661971830985915,0.8377410769462585,True,3
1000106,10,106,3,2496.0,0.9230769230769231,2025,2065,0.8821905200184077,0.9129904508590698,True,3
1000106,10,106,3,396.0,0.8181818181818182,336,313,0.828169014084507,0.8401562571525574,True,3
1000106,10,106,3,630.0,0.5142857142857142,435,441,0.9002169197396963,0.8262291550636292,True,3
1000107,10,107,3,2444.0,0.9038461538461539,2016,2047,0.8680459770114942,0.9170739054679871,True,3
1000107,10,107,3,414.0,0.782608695652174,359,326,0.8614130434782609,0.868725597858429,True,3
1000107,10,107,3,629.0,0.4594594594594595,370,313,0.733502538071066,0.6874370574951172,True,3
1000108,10,108,3,2496.0,0.9230769230769231,2018,2025,0.8674364896073903,0.905074417591095,True,3
1000108,10,108,3,456.0,0.7916666666666666,389,403,0.9038461538461539,0.9009600281715393,True,3
1000108,10,108,3,720.0,0.45,538,517,0.8606701940035273,0.8660892844200134,True,3
1000109,10,109,3,2544.0,0.9056603773584906,1999,2085,0.8960074280408542,0.9035773277282715,True,3
1000109,10,109,3,500.0,0.8,426,405,0.8344370860927153,0.8878138661384583,True,3
1000109,10,109,3,756.0,0.42857142857142855,565,572,0.9435897435897436,0.8752316832542419,True,3
1000110,10,110,3,2496.0,0.9230769230769231,2021,2089,0.8913943856419696,0.897432267665863,True,3
1000110,10,110,3,594.0,0.8148148148148148,484,432,0.8580121703853956,0.8656725287437439,True,3
1000110,10,110,3,810.0,0.4,624,598,0.906396255850234,0.8438290953636169,True,3
1000111,10,111,3,2548.0,0.9423076923076923,2035,2063,0.8746569075937786,0.8906205892562866,True,3
1000111,10,111,3,696.0,0.8275862068965517,541,566,0.866779089376054,0.9149348735809326,True,3
1000111,10,111,3,950.0,0.38,727,684,0.8863636363636364,0.83977210521698,True,3
1000112,10,112,3,2448.0,0.9411764705882353,2044,2083,0.8974712643678161,0.9017353057861328,True,4
1000112,10,112,3,775.0,0.8064516129032258,643,617,0.8947368421052632,0.9317300319671631,True,4
1000112,10,112,3,285.0,0.7894736842105263,239,258,0.7686832740213523,0.8353919982910156,True,4
1000112,10,112,3,1060.0,0.37735849056603776,802,753,0.9103194103194103,0.8764356374740601,True,4
1000113,10,113,3,2695.0,0.8909090909090909,2055,2038,0.8629949931725079,0.922903835773468,True,4
1000113,10,113,3,832.0,0.8125,697,715,0.8978494623655914,0.9399781227111816,True,4
1000113,10,113,3,320.0,0.8,253,232,0.8371212121212122,0.8528281450271606,True,4
1000113,10,113,3,1218.0,0.3620689655172414,895,827,0.9048672566371682,0.8823223114013672,True,4
1000114,10,114,3,2544.0,0.9056603773584906,2051,2068,0.8680272108843538,0.9152752161026001,True,4
1000114,10,114,3,1008.0,0.7777777777777778,816,778,0.8953626634958383,0.9389908313751221,True,4
1000114,10,114,3,357.0,0.8095238095238095,281,260,0.8401360544217688,0.8548335433006287,True,4
1000114,10,114,3,1386.0,0.3492063492063492,1031,954,0.9049904030710173,0.8992287516593933,True,4
1000115,10,115,3,2597.0,0.9245283018867925,2055,2099,0.8881818181818182,0.8931381702423096,True,4
1000115,10,115,3,1170.0,0.7692307692307693,958,936,0.9016064257028112,0.9500661492347717,True,4
1000115,10,115,3,352.0,0.7272727272727273,281,293,0.8397435897435898,0.8862885236740112,True,4
1000115,10,115,3,1633.0,0.323943661971831,930,3131,0.0029636947394418374,0.8432591557502747,True,4
1000116,10,116,3,2597.0,0.9245283018867925,2068,2065,0.9160871580899397,0.8746303915977478,True,4
1000116,10,116,3,1428.0,0.8095238095238095,1180,1115,0.9156928213689483,0.9376686811447144,True,4
1000116,10,116,3,391.0,0.7391304347826086,312,323,0.8513119533527697,0.8873108625411987,True,4
1000116,10,116,3,1800.0,0.32,1354,1258,0.9065693430656935,0.8768277168273926,True,4
1000117,10,117,3,2597.0,0.9245283018867925,2096,2183,0.8925254312251216,0.8683693408966064,True,4
1000117,10,117,3,1776.0,0.7708333333333334,1439,1388,0.9244383934649422,0.9339299201965332,True,4
1000117,10,117,3,425.0,0.68,341,352,0.8284960422163589,0.9092530012130737,True,4
1000117,10,117,3,2132.0,0.3170731707317073,1628,1524,0.9172749391727494,0.8798452019691467,True,4
1000118,10,118,3,2650.0,0.9433962264150944,2131,2224,0.8755383290267011,0.881990909576416,True,4
1000118,10,118,3,2310.0,0.7636363636363637,1819,1737,0.8955223880597015,0.915267825126648,True,4
1000118,10,118,3,494.0,0.7307692307692307,387,400,0.8133640552995391,0.9154524803161621,True,4
1000118,10,118,3,2520.0,0.3111111111111111,1927,1757,0.9038759689922481,0.9355673789978027,True,4
1000119,10,119,3,2695.0,0.8909090909090909,2113,2211,0.8882096069868995,0.9082005620002747,True,4
1000119,10,119,3,2898.0,0.7301587301587301,2267,2158,0.9164140320485058,0.8892757296562195,True,4
1000119,10,119,3,609.0,0.7241379310344828,466,450,0.8925619834710744,0.9216021299362183,True,4
1000119,10,119,3,2670.0,0.33707865168539325,2187,1891,0.8570127504553734,0.9055890440940857,True,4
1000120,10,120,3,2646.0,0.9074074074074074,2137,2230,0.8831392841742131,0.8974868059158325,True,4
1000120,10,120,3,3942.0,0.7397260273972602,3002,2863,0.9147894221351616,0.9299317002296448,True,4
1000120,10,120,3,630.0,0.7,513,509,0.8717948717948718,0.9049924612045288,True,4
1000120,10,120,3,3520.0,0.2909090909090909,1360,15776,0.00023348120476301658,0.9875004291534424,True,4
1000121,10,121,3,2646.0,0.9074074074074074,2135,2209,0.9052631578947369,0.8701997995376587,True,4
1000121,10,121,3,5580.0,0.6888888888888889,4212,4140,0.9391687949849082,0.8685693740844727,True,4
1000121,10,121,3,736.0,0.71875,586,590,0.8816,0.9029685854911804,True,4
1000121,10,121,3,4114.0,0.2809917355371901,3299,2895,0.8684766214177979,0.9079729318618774,True,4
1000122,10,122,3,2700.0,0.9259259259259259,2168,2240,0.9024600776866638,0.872031033039093,True,4
1000122,10,122,3,8512.0,0.6785714285714286,6262,6019,0.9373718252090235,0.9318875074386597,True,4
1000122,10,122,3,850.0,0.7352941176470589,661,670,0.896011396011396,0.9175570011138916,True,4
1000122,10,122,3,5032.0,0.27205882352941174,4051,3622,0.852039584841902,0.9144996404647827,True,4
1000123,10,123,3,2800.0,0.8928571428571429,2203,2229,0.8629676334594367,0.8626908659934998,True,5
1000123,10,123,3,14345.0,0.6291390728476821,10380,271,0.026107899807321772,0.884707510471344,True,5
1000123,10,123,3,962.0,0.7027027027027027,774,751,0.8897149938042132,0.9075804948806763,True,5
1000123,10,123,3,224.0,0.875,193,210,0.8318181818181818,0.8192675709724426,True,5
1000123,10,123,3,4312.0,0.4489795918367347,3120,2859,0.8778266331658291,0.9232017397880554,True,5
1000124,10,124,3,2700.0,0.9259259259259259,2164,2282,0.8870967741935484,0.8610944747924805,True,5
1000124,10,124,3,28672.0,0.5714285714285714,19630,473,0.024095771777890983,0.8986894488334656,True,5
1000124,10,124,3,1148.0,0.6829268292682927,915,813,0.8701298701298701,0.9076122045516968,True,5
1000124,10,124,3,208.0,0.8125,200,220,0.8103448275862069,0.8343660235404968,True,5
1000124,10,124,3,3168.0,0.6111111111111112,2124,2054,0.9324699352451434,0.9515717029571533,True,5
1000125,10,125,3,2856.0,0.9107142857142857,2243,2295,0.8963643961554534,0.8809099197387695,True,5
1000125,10,125,3,35659.0,0.8009478672985783,27424,26087,0.9488309418020249,0.8973559141159058,True,5
1000125,10,125,3,1350.0,0.6666666666666666,1082,1022,0.9214611872146119,0.9380173683166504,True,5
1000125,10,125,3,224.0,0.875,196,224,0.8260869565217391,0.8442815542221069,True,5
1000125,10,125,3,924.0,0.8484848484848485,664,687,0.9135977337110481,0.9309378862380981,True,5
1000126,10,126,3,2805.0,0.9272727272727272,2219,2296,0.8836045056320401,0.8857389688491821,True,3
1000126,10,126,3,1617.0,0.673469387755102,1271,1161,0.8650306748466258,0.955680251121521,True,3
1000126,10,126,3,270.0,0.8333333333333334,205,248,0.8047808764940239,0.8837266564369202,True,3
1000127,10,127,3,2750.0,0.9090909090909091,2187,2284,0.8793610760823876,0.9168607592582703,True,3
1000127,10,127,3,2072.0,0.6607142857142857,1564,1550,0.9022602321319487,0.9279108047485352,True,3
